,X,target
32055,Taylor Swift looking pretty in pink at the CMA Festival  http://bit.ly/ifU2C,4
32056,"OMG, I've come 7th out of 50 people in the pitching competition. Not bad for a techy in a room full of sales people &amp; entrepreneurs! ",4
32057,@Tchitchou26 LOL me too! Thanks and have a nice day too! ,4
32058,Good morning twitter bugs...im of 2 work..thank god its not raining!! ,4
32059,@CalamityK ... Seems to happen at this time when the US wakes up. Repost everything we've already posted... It's a pain ,4
32060,http://twitpic.com/7je9h - If you didn't know verizon users.... do it..  @artistvspoettx,4
32061,Finally traffic's over! Having dinner @ Green Maris with the Linsangan &amp; Prats Family. ,4
32062,had a fun first day!  love seeing my friends again! ,4
32063,@flight0001 alright I can handle that ,4
32064,@Mellicious_ But I got some medicine and now it's getting better so I'm happy!  How about you? Do anything fun besides change your hair?,4
32065,@CT3GUITAR you don't have to do it!!! trust me! ,4
32066,haha aree we theree yeeet miss e? haha ,4
32067,"1809 words. i'm supposed to have 2500. AHAHAHHAAHA. whatever. i don't care any more. also, my last update was 888 ",4
32068,"made a lovely mango and peach crumble for tonight, treat! ",4
32069,@the_dobster That made me chuckle ,4
32070,@maybellinete Thanks on @CharlotteMag piece! ,4
32071,"no more exams!! woop woop!! just got a text saying welcome to freedom, time for late nights and lie-ins!! haha cant wait! ",4
32072,"@Creasnoop O, I'm sorry, which site is not working?I'll try to fix it~thanks for informing me ",4
32073,@ditchdigger311 I cannot wait! I could ALWAYS use a great laugh ,4
32074,http://twitpic.com/7jec2 - Puppies tell me bye ,4
32075,JFK just skyrocketed to top of my list of favorite airports for having a jamba juicr.  Nothing says layover like a coldbuster smoothie.  ,4
32076,@MovingToMontana Sure   I have also been talking with @nigelhoney and @Cynskeptical about creating our own.,4
32077,I'v 'slept in' until 8 or 8:15 for 6 days straight. I'm on summer vacation mode   #fb,4
32078,"@shandreen awww, thanks.  How's you? Up to anything fun? ",4
32079,@judez_xo yeah we had a show on saturday it was sweet ,4
32080,@kinagrannis love your new profile pic ,4
32081,"@evadblack primary, reception to be exact. it's only temporary but my mums school is short staffed so i got volunteered to step in ",4
32082,"@caseylwilson Have a good trip, make sure to take plenty of smokes and instant noodles. ",4
32083,@spaceguy1 You know I have to learn about Newotn's third law... hey I already know what it is! ,4
32084,@andyroddick how are you Andy. Im can't wait to see you on court again. Im your avid fan here in the Philippines. Get well and good luck. ,4
32085,@seikatsu i just have to remind you... this was your idea ,4
32086,@Dougrea Would you like for me to send you Calvin's Institutes? ,4
32087,@JohnnyJohn right back at ya  â« http://blip.fm/~8bccc,4
32088,I heard Paranoid by @Jonasbrothers during Kyle and Jackie O's Hour of Power ,4
32089,"@rocketman528 thank you! Hopefully,,,like tomorrow ",4
32090,Yay! Day 2 in DC. ,4
32091,Testing from my phone! Gonna use this for the next few days.  - http://tweet.sg,4
32092,"And remember: &quot;He who is in YOU, is greater than he who is in the WORLD!&quot; You have the victory over all. Act like it. ",4
32093,What it look like twiggas?!? ,4
32094,"Just had a mix with some new prog house I got. I was right, any monkey with a crossfader could mix it. Next up... Dubstep, I think ",4
32095,Maybe you think there's no such thing as progressive bluegrass. . .but you'd be wrong.  http://bit.ly/fR0eC,4
32096,It's time for some Cat Power!!!!!!! ,4
32097,@ebonistephae We love you too!  (via @ms_sugakane)hmmm i dunno she be MIA on us lol,4
32098,@SHITSSOCASH happy birthday bro I got work on mine too  in a different state but hopefully I can get out of it LOL,4
32099,"Well. @yoast (yoast.com) has his own short URl service - (would you believe it), yoa.st. That's a neat hack, Joost ",4
32100,be matched give me an amazing feeling of safeness... for one year at least ,4
32101,I now stock over 700 software and eBook titles ALL at discount prices to my followers and Tweeters! http://tr.im/mWQj ALL $9.99! or less ,4
32102,Leaving for Europe tomorrow! I should probably start packing ,4
32103,is enjoying the weather this morning in the desert ,4
32104,@rachhiieee hahaha.. I just follow those ppl who are following me.. ,4
32105,"@czabayle If you bashed his tail lights after he left, would he have known? ",4
32106,@paulieparker 72 and sunny in Seattle since Friday ,4
32107,ahhh got u.s history at 12:30 lol she better help me yoo ,4
32108,@redshoeartist wait. can u tell its morning? aren't cobwebs and spiderwebs the same thing. welcome to my world. spazzzzzzzzzzzzzz ,4
32109,@kevinpoon that's ok! You're lucky enough in your own way.. ,4
32110,"@CullenLover Haha.  Well, still for New Moon!!  Yay!",4
32111,I am in college ,4
32112,"@LauraKennedy Tx Laura, I am thinking now just snail mail is possible for new client ppwk, hv a great day ",4
32113,@Rochellewiseman Cute! I shall get one ,4
32114,@NicoleSimon thanks a lot. iÂ´m very curious! great idea to do collaborative interviews  but iÂ´m afraid i have no question,4
32115,@CalamityK ... But it's still great to see that everyone cares about this ,4
32116,@MalMNN Wow! Thank you! I appreciate your offer. ,4
32117,@GraceSandford I was sent by @WillThePlank!! ,4
32118,"@ade_shayne better add that to my check list... for when I move in to the dorm, haha ",4
32119,Purple and Pink Braceeeees ,4
32120,@Pruit_Igoe  Another interesting PoV.,4
32121,gonna watch a movie. any suggestions? ,4
32122,done with working now relaxing ,4
32123,@julezypie &lt;3&lt;3&lt;3 to you too ,4
32124,"off home then, bed!!! night all!! til 2moro!!  happy wednesday 4 2moro!! xo",4
32125,"@johncmayer Yeah Bro, your tweets are simply the best! They are on FIRE. Funniest I've ever read on Twitter ",4
32126,Watching the bone collector with my darlin'  wife ,4
32127,"www.myspace.com/oneboyandhismixer Chech out my music, new song &quot;electromagnetic&quot; up now, have a listen and add me and have chatter.  ",4
32128,@LilPips thank you  I feel like a heroin addict going cold turkey...=p I need my live fix...*shaking in a corner*,4
32129,THAI RED CURRY..YUMMY!  x,4
32130,dimsum Nelayan. Love it ,4
32131,Listening to Agnes - On and On....I Love Her Song Release Me  ...,4
32132,cleaning my room ,4
32133,had the nicest soup from eat today ,4
32134,start again.. for a brand new exam.. ,4
32135,@kathisharpe restart your computer? ,4
32136,@CarrieP The latest episode came out Friday. ,4
32137,"My Print 'Underground'  http://bit.ly/Wtjkv  gets 1st prize against all season prints at winsor photo society, my first trophie ",4
32138,Is hot and tired and just wants to go home and sunbathe ,4
32139,@pjollet trop tard ,4
32140,"just downlaoded jonas brothers' new album LVATT via torrent.it took an hour and a half, but it was worth it ",4
32141,everything happens for a reason ,4
32142,Living it up the BIG way  busy day!,4
32143,@hernameisnicki Thanks for my letter!!  â¥ xx,4
32144,@lady_rhona hi new account! ,4
32145,is going to Makenna's later today! ,4
32146,"Just recently wrote about different sleeping positions on my blog, if any mums or mums to be are interested. ",4
32147,@freyathoseby tossserrrrrrrrrrrr ,4
32148,@AinePrendo I will love them until I am old and grey because of you! ,4
32149,@histwinklingeye omg. Do yu think? She is going to be a guest judge?  hopefully.,4
32150,@mike9r I'm sure I'll get bored and change it again next week if that's any consolation ,4
32151,"@fuzzbomb yeah we have comcast so that won't work here - it's ok, free wifi with iPhone so I'll live ",4
32152,loves restaurant city...  http://plurk.com/p/11cu7r,4
32153,@tpr2 every 20 min lol who will win ,4
32154,Dear Security Forces: you need new motorcycles. I'm watching you ON THE STREET CORNER THAT ONE THERE  #iranelection #tehran,4
32155,Henry Brown is the best! Thanks Henry for a great stay. ,4
32156,"new twitter site design, YAY itÂ´s so awesome !!! ",4
32157,"@Tom_Zegan Ah, ty Tom, think maybe you need to put US cos it didn't show in my results and with the amount of scammers about it may help ",4
32158,i just came second out of 10 on rainbow road in mariokart wifi!!!!!! thats never happened... ,4
32159,@dengun congratulation for the award. No pub was need it to win.  http://www.portugalnight.com/,4
32160,@Krizanovich I grow weary of horny hotties and britney porn. Bet you thought you'd never hear that from a man ,4
32161,my hcc friends kick ass hardcore  #fb,4
32162,Computer has just turned on  (this was posted by an automatic macro that occurs whenever my computer starts  ),4
32163,"Ole, thymer login, lets see what it can do for me ",4
32164,Just voted for Marianas Trench for the MMVAs  hmmm...what to do today?,4
32165,Good Morning Tweeters.  I hope everyone is doing great today.  May the light shine within as you go through your day!,4
32166,"just had dinner with my 2 sons, and had some cheesecake for dessert. YUM! ",4
32167,@coolcatteacher my district is using #bing and every search is blocked! Head IT guy is sending memo on how to get around it. Good Luck! ,4
32168,@BronwynBHP Yeah Acid wash denim is everywhere right now. Acid wash is the new black lol ,4
32169,@kristianramirez I go with scared ... don't see how she could sleep through the whole thing ,4
32170,Did you know that on average a human being spends two weeks of their entire lives waiting for traffic lights to change!!!!! ,4
32171,"@psychobunny I've heard great things about the new season, and I think I'll be able to twist Vike's arm enough S1 as my bday gift! ",4
32172,@snbeach Greetings from Winnipeg  I have found that Twitter is the best way to place yourself within your own circle of experts...,4
32173,@richardbadge got it to work by standing next to window - proof of concept  but not practical for main lecture theatre ,4
32174,"I'm off for a bit, twitters awful for the battery! Enjoy your day everyone  kisses. Xxxxx",4
32175,"@selenagomez you're awesome, I'm a spanish fan ",4
32176,Good morning world!!!! Gonna be a wondeful day! ,4
32177,@iamhollyywood hey biotch ,4
32178,@ mastershortie - why would ur jacket complain about the person cutting your hair? ,4
32179,"Early start.... Hair, nails, feet, spa... All before work at 2pm... Yup, I love my job ",4
32180,another morning of graduation practice. waiting for my ride ,4
32181,"@kimberley_marie Bonjour, oh look your sat on the couch next to me.  x",4
32182,@wittletwittle HELLOOOO hahah.  i also want.,4
32183,@Philliybillz lol or u could get ya boo to get one! ,4
32184,"Had trouble sleeping last nite!....so i`m gonna sleep on the wordrobe,  I will soon drop-off ",4
32185,OMG MY HAIR IS kinda PURPLE.  some hot asian guy dyed it. ,4
32186,@webbywebster Thanks for posting this.... I have signed it... Cannot wait to get my upgrade ,4
32187,BIG thunder. Sent hubby off with car. Going to stay in and work out and read today. ,4
32188,work till 2. then bbq @ mi casa. happy birthday mike ,4
32189,LARPing about  http://lecturesovercoffee.blogspot.com/2009/06/gathering.html,4
32190,"@MissJoJoSmith Nahhh, Its quite early for meee ",4
32191,@CutLaRock  we were @ Paradise Sushi - my friend Chef Dion made 'em for us!,4
32192,Probably i'll read that tomorrow when I arrive at school. ,4
32193,@rhiZEE ,4
32194,@TessMorris @pilgrimfamilyuk  wow hun thats fab what on? ,4
32195,@ajmclean_team im great and proud to be a bsb fan #BSB ,4
32196,Listening To Waking Up In Vegas By Katy Perry On MTV!  Awesome Song!,4
32197,@sashkf hi thanks for follow yaaa ,4
32198,@sbnorthart at this point we're pretty open.  Let us know   Awesome about your review!!,4
32199,new blog this morning  www.thepinkneedle.com,4
32200,hello everybody ,4
32201,@rachelguglielmo @Lluviafina Have a great day in service ,4
32202,"June 15, 2009: First day of School. I totally had fun. Eep! ",4
32203,@Monkeydog its independence day ,4
32204,My other pro @JessiLopez1993 has a pic of me!! ,4
32205,"@hamsterkitten No, not selfish at all. If you don't drink, you shouldn't go &quot;bar hopping.&quot; ",4
32206,Gotta Sleep !Done with my Homeworks !Finished memorizing my Report tomorrow about William Shakespeare ! ,4
32207,@manderrx27 I'm not sure what you'd call it... nice and somethin'. ,4
32208,has done better with the second batch of coffee. ,4
32209,@ManiKarthik @SauravVerma - Why going green today? (green with envy) ,4
32210,God is good. Life is good. Friends are good. ,4
32211,cherry-pie and a coffee. life is good ,4
32212,@realfunbobby Being accident prone does kinda make the day a bit more interesting! Lmao ,4
32213,ROFL Awesome! If David Lynch directed Dirty Dancing Vid:  http://ow.ly/enu2 @faithie16 @batcavehotbox enjoy ,4
32214,@owlcity come visit nova soctia! ,4
32215,Just been on a spending spree at Burtons. And I didn't have to pay a penny. My kinda shopping ,4
32216,"precalc final at 11:45, tryna get some coffee. ",4
